"","SqlTrace"
"7010","declare @p1 int
set @p1=180152497
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7011","exec sp_cursorfetch 180152497,16,1,1"
"7012","exec sp_cursorclose 180152497"
"7013","declare @p1 int
set @p1=180152499
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7014","exec sp_cursorfetch 180152499,16,1,1"
"7015","exec sp_cursorclose 180152499"
"7016","declare @p1 int
set @p1=180152501
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7017","exec sp_cursorfetch 180152501,16,1,1"
"7018","exec sp_cursorclose 180152501"
"7019","declare @p1 int
set @p1=180152503
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7020","exec sp_cursoroption 180152503,1,0"
"7021","exec sp_cursorfetch 180152503,16,1,1"
"7022","exec sp_cursorclose 180152503"
"7023","declare @p1 int
set @p1=180152703
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7024","exec sp_cursorfetch 180152703,16,1,1"
"7025","exec sp_cursorclose 180152703"
"7026","exec sp_cursorclose 180220357"
"7027","declare @p1 int
set @p1=180220371
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=31
exec sp_cursoropen @p1 output,N'select Description, promotionID from gmp_rabais where DateFin >= CONVERT(DATETIME,''2016-11-10'')order by description',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7028","exec sp_cursorfetch 180220371,16,1,32"
"7029","exec sp_cursorfetch 180220371,16,32,1"
"7030","exec sp_cursorfetch 180220371,16,1,32"
"7031","exec sp_cursorfetch 180220371,16,32,1"
"7032","exec sp_cursorfetch 180220371,16,1,32"
"7033","exec sp_cursorfetch 180220371,16,32,1"
"7034","exec sp_cursorfetch 180220371,16,1,32"
"7035","exec sp_cursorfetch 180220371,16,32,1"
"7036","declare @p1 int
set @p1=180220373
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=4
exec sp_cursoropen @p1 output,N'select Sub_4,Equipment_Type,Sub_3,Manufacturer_ID, estVenteSeulement from SV00405 Where Historique = 0 and Usager = 0  AND EstCVAC= 0 AND EstSPA= 0 AND EstNHS = 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7037","exec sp_cursorfetch 180220373,16,1,5"
"7038","exec sp_cursorfetch 180220373,16,5,5"
"7039","exec sp_cursorfetch 180220373,16,1,1"
"7040","exec sp_cursorfetch 180220373,16,2,1"
"7041","exec sp_cursorfetch 180220373,16,3,1"
"7042","exec sp_cursorfetch 180220373,16,4,1"
"7043","exec sp_cursorfetch 180220373,16,5,1"
"7044","exec sp_cursorclose 180220373"
"7045","declare @p1 int
set @p1=180220375
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'select * from gmp_rabais where promotionID = ''P0000087''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7046","exec sp_cursoroption 180220375,1,0"
"7047","exec sp_cursorfetch 180220375,16,1,1"
"7048","exec sp_cursoroption 180220375,3,19"
"7049","exec sp_cursor 180220375,40,1"
"7050","exec sp_cursoroption 180220375,3,20"
"7051","exec sp_cursor 180220375,40,1"
"7052","exec sp_cursoroption 180220375,3,21"
"7053","exec sp_cursor 180220375,40,1"
"7054","exec sp_cursoroption 180220375,3,22"
"7055","exec sp_cursor 180220375,40,1"
"7056","exec sp_cursorclose 180220375"
"7057","declare @p1 int
set @p1=180220377
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'select divisionvente, divisionlocation from gmp_SV00310 where Problem_ID = 556 and Type_of_Problem = ''WEB40G''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7058","exec sp_cursorfetch 180220377,16,1,1"
"7059","exec sp_cursorclose 180220377"
"7060","declare @p1 int
set @p1=180220379
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=2
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_RABAISWEB_EQUIPEMENT WHERE PromotionID = ''P0000087''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7061","exec sp_cursorfetch 180220379,16,1,1"
"7062","exec sp_cursorfetch 180220379,16,2,1"
"7063","exec sp_cursorfetch 180220379,16,3,1"
"7064","declare @p1 int
set @p1=180220381
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=2
exec sp_cursoropen @p1 output,N'SELECT Distinct RTrim(TypeTarifID) TypeTarifID, RTrim(Description) Description, DateEffectif FROM GMP_TYPESTARIFS tt INNER JOIN GMP_TARIF t on t.COL002= tt.TypeTarifID    AND TAR_COA_CODE IN (''244'') WHERE EstSPA= 0 AND (Actif = ''1'') ORDER BY DateEffectif',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7065","exec sp_cursorfetch 180220381,16,1,3"
"7066","exec sp_cursorfetch 180220381,16,3,3"
"7067","exec sp_cursorfetch 180220381,16,1,1"
"7068","exec sp_cursorfetch 180220381,16,2,1"
"7069","exec sp_cursorfetch 180220381,16,3,1"
"7070","exec sp_cursorclose 180220381"
"7071","exec sp_cursorfetch 180220379,16,1,3"
"7072","exec sp_cursorfetch 180220379,16,3,3"
"7073","exec sp_cursorfetch 180220379,16,1,1"
"7074","exec sp_cursorfetch 180220379,16,2,1"
"7075","exec sp_cursorfetch 180220379,16,3,1"
"7076","declare @p1 int
set @p1=180220383
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'select * from GMP_RABAIS_TYPE where promotionID = ''P0000087''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7077","exec sp_cursorfetch 180220383,16,1,1"
"7078","exec sp_cursorclose 180220383"
"7079","declare @p1 int
set @p1=180220385
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'select GMP_RABAIS.description, GMP_RABAIS_LIEN.datedebut, GMP_RABAIS_LIEN.datefin, PromotionID2 from GMP_RABAIS_LIEN inner join GMP_RABAIS on GMP_RABAIS.promotionID = GMP_RABAIS_LIEN.promotionID2 Where promotionID1 = ''P0000087'' And promotionID2 <> ''P0000087''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7080","exec sp_cursorfetch 180220385,16,1,1"
"7081","exec sp_cursorclose 180220385"
"7082","exec sp_cursorclose 180220379"
"7083","declare @p1 int
set @p1=180152505
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7084","exec sp_cursorfetch 180152505,16,1,1"
"7085","exec sp_cursorclose 180152505"
"7086","declare @p1 int
set @p1=180152507
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7087","exec sp_cursorfetch 180152507,16,1,1"
"7088","exec sp_cursorclose 180152507"
"7089","declare @p1 int
set @p1=180152509
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7090","exec sp_cursorfetch 180152509,16,1,1"
"7091","exec sp_cursorclose 180152509"
"7092","declare @p1 int
set @p1=180152511
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7093","exec sp_cursoroption 180152511,1,0"
"7094","exec sp_cursorfetch 180152511,16,1,1"
"7095","exec sp_cursorclose 180152511"
"7096","declare @p1 int
set @p1=180152705
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7097","exec sp_cursorfetch 180152705,16,1,1"
"7098","exec sp_cursorclose 180152705"
"7099","exec sp_cursorfetch 180220371,16,31,32"
"7100","exec sp_cursorfetch 180220371,16,32,1"
"7101","exec sp_cursorfetch 180220371,16,1,32"
"7102","exec sp_cursorfetch 180220371,16,32,1"
"7103","declare @p1 int
set @p1=180220387
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'select * from gmp_rabais where promotionID = ''''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7104","exec sp_cursoroption 180220387,1,0"
"7105","exec sp_cursorfetch 180220387,16,1,1"
"7106","exec sp_cursorclose 180220387"
"7107","exec sp_cursorclose 180220371"
"7108","declare @p1 int
set @p1=180152513
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7109","exec sp_cursorfetch 180152513,16,1,1"
"7110","exec sp_cursorclose 180152513"
"7111","declare @p1 int
set @p1=180152515
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7112","exec sp_cursorfetch 180152515,16,1,1"
"7113","exec sp_cursorclose 180152515"
"7114","declare @p1 int
set @p1=180152517
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7115","exec sp_cursorfetch 180152517,16,1,1"
"7116","exec sp_cursorclose 180152517"
"7117","declare @p1 int
set @p1=180152519
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7118","exec sp_cursoroption 180152519,1,0"
"7119","exec sp_cursorfetch 180152519,16,1,1"
"7120","exec sp_cursorclose 180152519"
"7121","declare @p1 int
set @p1=180220389
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=31
exec sp_cursoropen @p1 output,N'select Description, promotionID from gmp_rabais where DateFin >= CONVERT(DATETIME,''2016-11-10'')order by description',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7122","exec sp_cursorfetch 180220389,16,1,32"
"7123","exec sp_cursorfetch 180220389,16,32,1"
"7124","exec sp_cursorfetch 180220389,16,1,32"
"7125","exec sp_cursorfetch 180220389,16,32,1"
"7126","exec sp_cursorfetch 180220389,16,1,32"
"7127","exec sp_cursorfetch 180220389,16,32,1"
"7128","exec sp_cursorfetch 180220389,16,1,32"
"7129","exec sp_cursorfetch 180220389,16,32,1"
"7130","declare @p1 int
set @p1=180220391
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=4
exec sp_cursoropen @p1 output,N'select Sub_4,Equipment_Type,Sub_3,Manufacturer_ID, estVenteSeulement from SV00405 Where Historique = 0 and Usager = 0  AND EstCVAC= 0 AND EstSPA= 0 AND EstNHS = 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7131","exec sp_cursorfetch 180220391,16,1,5"
"7132","exec sp_cursorfetch 180220391,16,5,5"
"7133","exec sp_cursorfetch 180220391,16,1,1"
"7134","exec sp_cursorfetch 180220391,16,2,1"
"7135","exec sp_cursorfetch 180220391,16,3,1"
"7136","exec sp_cursorfetch 180220391,16,4,1"
"7137","exec sp_cursorfetch 180220391,16,5,1"
"7138","exec sp_cursorclose 180220391"
"7139","declare @p1 int
set @p1=180152707
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' Select  * from GMP_PARTENAIRES  where Traitement=''1'' and ID_Partenaire <>''''  and Resolution_Code<>''''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7140","exec sp_cursorfetch 180152707,16,1,1"
"7141","exec sp_cursorclose 180152707"
"7142","declare @p1 int
set @p1=180152709
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7143","exec sp_cursorfetch 180152709,16,1,1"
"7144","exec sp_cursorclose 180152709"
"7145","declare @p1 int
set @p1=180152521
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7146","exec sp_cursorfetch 180152521,16,1,1"
"7147","exec sp_cursorclose 180152521"
"7148","declare @p1 int
set @p1=180152523
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7149","exec sp_cursorfetch 180152523,16,1,1"
"7150","exec sp_cursorclose 180152523"
"7151","declare @p1 int
set @p1=180152525
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7152","exec sp_cursorfetch 180152525,16,1,1"
"7153","exec sp_cursorclose 180152525"
"7154","declare @p1 int
set @p1=180152527
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7155","exec sp_cursoroption 180152527,1,0"
"7156","exec sp_cursorfetch 180152527,16,1,1"
"7157","exec sp_cursorclose 180152527"
"7158","exec sp_cursorclose 180220389"
"7159","declare @p1 int
set @p1=180152711
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7160","exec sp_cursorfetch 180152711,16,1,1"
"7161","exec sp_cursorclose 180152711"
"7162","declare @p1 int
set @p1=180220393
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=3
exec sp_cursoropen @p1 output,N' select ID_FONT,FONT from GMP_FONT ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7163","exec sp_cursorfetch 180220393,16,1,4"
"7164","exec sp_cursorfetch 180220393,16,4,1"
"7165","exec sp_cursorfetch 180220393,16,4,4"
"7166","exec sp_cursorfetch 180220393,16,4,1"
"7167","exec sp_cursorfetch 180220393,16,1,4"
"7168","exec sp_cursorfetch 180220393,16,4,1"
"7169","exec sp_cursorfetch 180220393,16,1,4"
"7170","exec sp_cursorfetch 180220393,16,4,1"
"7171","declare @p1 int
set @p1=180220395
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=8
exec sp_cursoropen @p1 output,N' select ID_SIZE,FONTSIZE from GMP_FONTSIZE ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7172","exec sp_cursorfetch 180220395,16,1,9"
"7173","exec sp_cursorfetch 180220395,16,9,1"
"7174","exec sp_cursorfetch 180220395,16,1,9"
"7175","exec sp_cursorfetch 180220395,16,9,1"
"7176","exec sp_cursorfetch 180220395,16,1,9"
"7177","exec sp_cursorfetch 180220395,16,9,1"
"7178","declare @p1 int
set @p1=180220397
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=3
exec sp_cursoropen @p1 output,N' select ID_STYLE,STYLE from GMP_FONTSTYLE ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7179","exec sp_cursorfetch 180220397,16,1,4"
"7180","exec sp_cursorfetch 180220397,16,4,1"
"7181","exec sp_cursorfetch 180220397,16,4,4"
"7182","exec sp_cursorfetch 180220397,16,4,1"
"7183","exec sp_cursorfetch 180220397,16,1,4"
"7184","exec sp_cursorfetch 180220397,16,4,1"
"7185","exec sp_cursorfetch 180220397,16,1,4"
"7186","exec sp_cursorfetch 180220397,16,4,1"
"7187","declare @p1 int
set @p1=180220399
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=16
exec sp_cursoropen @p1 output,N' select ID_FONTCOLOR,FONTCOLOR from GMP_FONTCOLOR ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7188","exec sp_cursorfetch 180220399,16,1,17"
"7189","exec sp_cursorfetch 180220399,16,17,1"
"7190","exec sp_cursorfetch 180220399,16,1,17"
"7191","exec sp_cursorfetch 180220399,16,17,1"
"7192","exec sp_cursorfetch 180220399,16,1,17"
"7193","exec sp_cursorfetch 180220399,16,17,1"
"7194","declare @p1 int
set @p1=180220401
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=16
exec sp_cursoropen @p1 output,N' select ID_FONTCOLOR,FONTCOLOR from GMP_FONTCOLOR ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7195","exec sp_cursorfetch 180220401,16,1,17"
"7196","exec sp_cursorfetch 180220401,16,17,1"
"7197","exec sp_cursorfetch 180220401,16,1,17"
"7198","exec sp_cursorfetch 180220401,16,17,1"
"7199","exec sp_cursorfetch 180220401,16,1,17"
"7200","exec sp_cursorfetch 180220401,16,17,1"
"7201","exec sp_cursorfetch 180220393,16,1,4"
"7202","exec sp_cursorfetch 180220393,16,4,1"
"7203","exec sp_cursorfetch 180220395,16,1,9"
"7204","exec sp_cursorfetch 180220395,16,9,1"
"7205","exec sp_cursorfetch 180220397,16,1,4"
"7206","exec sp_cursorfetch 180220397,16,4,1"
"7207","exec sp_cursorfetch 180220399,16,1,17"
"7208","exec sp_cursorfetch 180220399,16,17,1"
"7209","exec sp_cursorfetch 180220401,16,1,17"
"7210","exec sp_cursorfetch 180220401,16,17,1"
"7211","declare @p1 int
set @p1=180220403
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=124
exec sp_cursoropen @p1 output,N' select * from GMP_COMMUNICATION  left join gmp_usagers on Editeur = Usagerid',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"7212","exec sp_cursoroption 180220403,1,0"
"7213","exec sp_cursorfetch 180220403,16,1,1"
"7214","exec sp_cursoroption 180220403,3,2"
"7215","exec sp_cursor 180220403,40,1"
"7216","exec sp_cursoroption 180220403,1,0"
"7217","exec sp_cursorfetch 180220403,16,2,1"
"7218","exec sp_cursoroption 180220403,3,2"
"7219","exec sp_cursor 180220403,40,1"
"7220","exec sp_cursoroption 180220403,1,0"
"7221","exec sp_cursorfetch 180220403,16,3,1"
"7222","exec sp_cursoroption 180220403,3,2"
"7223","exec sp_cursor 180220403,40,1"
"7224","exec sp_cursoroption 180220403,1,0"
"7225","exec sp_cursorfetch 180220403,16,4,1"
"7226","exec sp_cursoroption 180220403,3,2"
"7227","exec sp_cursor 180220403,40,1"
"7228","exec sp_cursoroption 180220403,1,0"
"7229","exec sp_cursorfetch 180220403,16,5,1"
"7230","exec sp_cursoroption 180220403,3,2"
"7231","exec sp_cursor 180220403,40,1"
"7232","exec sp_cursoroption 180220403,1,0"
"7233","exec sp_cursorfetch 180220403,16,6,1"
"7234","exec sp_cursoroption 180220403,3,2"
"7235","exec sp_cursor 180220403,40,1"
"7236","exec sp_cursoroption 180220403,1,0"
"7237","exec sp_cursorfetch 180220403,16,7,1"
"7238","exec sp_cursoroption 180220403,3,2"
"7239","exec sp_cursor 180220403,40,1"
"7240","exec sp_cursoroption 180220403,1,0"
